age,mass,Lbol,teff,logg,radius
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.087,-0.949,2765.,3.048,1.4609
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3823.,2.351,7.4635
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.067,-1.202,2730.,3.165,1.1201
0.0000,0.456,1.030,3822.,2.351,7.4635
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.096,-0.857,2780.,3.006,1.6077
0.0000,0.456,1.030,3822.,2.351,7.4635
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.067,-1.202,2730.,3.165,1.1201
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.456,1.030,3822.,2.351,7.4634
0.0000,0.169,-0.242,2994.,2.766,2.8133
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.145,-0.421,2911.,2.830,2.4211
0.0000,0.206,0.030,3170.,2.682,3.4319
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.078,-1.052,2749.,3.095,1.3125
0.0000,0.067,-1.202,2730.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3125
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.524,1.182,3896.,2.293,8.5576
0.0000,0.456,1.029,3821.,2.351,7.4633
0.0000,0.078,-1.052,2750.,3.095,1.3125
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3283
0.0000,0.067,-1.202,2730.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.087,-0.949,2765.,3.048,1.4610
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3284
0.0000,0.067,-1.202,2731.,3.165,1.1202
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.073,-1.121,2740.,3.127,1.2211
0.0000,0.134,-0.509,2877.,2.864,2.2407
0.0000,0.418,0.932,3767.,2.386,6.8622
0.0000,0.078,-1.052,2750.,3.095,1.3126
0.0000,0.079,-1.041,2751.,3.090,1.3284
